ionA ionB gAB
Ni:3+ Ru:4+ 2.3525538676148545
Tb:3+ W:6+ 2.345641834195281
Tb:4+ Ti:3+ 2.345556062979427
Cl:7+ Cr:6+ 2.3451228148673544
Na:1+ Ti:3+ 2.3438540907522696
Ac:3+ U:4+ 2.3435938757247654
Lu:3+ Na:1+ 2.34188286821627
Eu:3+ Tl:3+ 2.3382974349378522
Co:3+ Ga:3+ 2.3363856011345083
Mn:2+ Sb:5+ 2.3327792097090114
Sc:3+ W:6+ 2.3327136736316216
Mg:2+ Sc:3+ 2.3311328192574527
Nb:5+ Re:5+ 2.3302499921489246
Mn:2+ Sc:3+ 2.3272181054215495
Si:4+ Sn:4+ 2.327208215379871
Ir:5+ Y:3+ 2.3265937826744407
Tm:3+ W:6+ 2.3248081417305784
Bi:5+ W:6+ 2.3244120845651457
Mn:2+ Pb:2+ 2.323462644509186
Sb:5+ Ti:4+ 2.323112920806324
Rb:1+ Tl:3+ 2.317927814378313
Ca:2+ Fe:2+ 2.3173957909572938
Mn:2+ V:2+ 2.3162892408872584
Ga:3+ Se:4+ 2.313809920590722
In:3+ Sb:5+ 2.3076273695383334
Mo:4+ Te:4+ 2.306540932070231
Sn:4+ W:4+ 2.3049146862913865
Al:3+ Li:1+ 2.3037901054238894
Lu:3+ Nd:3+ 2.3030257285179627
In:3+ Na:1+ 2.3022386322881045
Nb:5+ Os:5+ 2.2992563288806553
Cu:2+ U:6+ 2.2981475354664416
Pt:4+ Sb:5+ 2.2951113933079643
Ti:2+ V:2+ 2.293422273937207
Er:3+ Rb:1+ 2.2922772508177816
Co:2+ V:2+ 2.291072368424325
Hg:2+ Pb:2+ 2.290947826134871
Mn:2+ Mo:6+ 2.2906772721048143
In:3+ Mn:3+ 2.2894714497748754
Tb:3+ U:4+ 2.288267912751453
Na:1+ Tb:3+ 2.286810103288071
Ag:1+ Hg:2+ 2.2836285578347204
Ho:3+ Sc:3+ 2.280474790865978
Hg:2+ Nb:4+ 2.28045603032143
Bi:5+ Fe:2+ 2.2786894551059045
Er:3+ Sb:5+ 2.2726039372648756
Ce:4+ V:5+ 2.271783709068673
Ni:2+ Ti:4+ 2.2715850154226676
Al:3+ Se:4+ 2.266631070795083
Hg:2+ V:3+ 2.261234427552979
Gd:3+ Li:1+ 2.260632478092869
Mg:2+ Mo:3+ 2.2597150366015275
Er:3+ Pr:3+ 2.256944785899754
Pb:4+ Ti:3+ 2.255175061567044
Li:1+ Tl:3+ 2.254083272123335
W:6+ Zn:2+ 2.2506039821529793
Ru:5+ Ti:4+ 2.2476602652117283
Ho:3+ Se:4+ 2.23919990161346
Ca:2+ Y:3+ 2.2377351405598067
Er:3+ V:3+ 2.2367407092774396
Dy:3+ Sc:3+ 2.231318935518946
Mn:2+ Ni:3+ 2.2287768886214914
Hf:4+ Pt:4+ 2.225978714273965
Pt:4+ Zr:4+ 2.225269212358207
Ce:4+ V:3+ 2.2248039874652608
Cd:2+ Co:3+ 2.223527400554057
Sn:4+ Ta:3+ 2.2225765756431657
Ir:5+ Ta:5+ 2.217195327482245
Fe:2+ Ge:4+ 2.2150351674160467
Na:1+ Yb:3+ 2.210345556605927
Cr:6+ Fe:6+ 2.209897974837413
Ru:4+ Sc:3+ 2.2085587285783665
Si:4+ Ti:4+ 2.2078793010511086
Ni:2+ Ti:2+ 2.207018755366066
Mn:6+ S:6+ 2.202407643360133
Lu:3+ Sb:5+ 2.200738897197313
Co:3+ Ta:5+ 2.2001886758853195
Hg:2+ Mn:3+ 2.199654906340784
In:3+ Ni:3+ 2.1986257099354973
Co:2+ Cr:2+ 2.1966317920287493
In:3+ Ni:2+ 2.1871725878921535
Cr:3+ Ta:5+ 2.1871133718014986
Mo:5+ Sb:5+ 2.1849534509442057
Mg:2+ V:4+ 2.1831328029744532
Mg:2+ V:3+ 2.179410796134424
In:3+ Tl:3+ 2.1784819650842544
Rh:3+ Ru:5+ 2.1777889134497426
Ni:3+ Pd:2+ 2.1774546355667694
Mn:2+ V:4+ 2.1770923038807375
Pr:3+ Tl:1+ 2.17478488144807
Ir:6+ W:6+ 2.1729542854507615
Pt:4+ Ti:4+ 2.1667204614192817
Cu:2+ V:4+ 2.1665755254211496
Ge:4+ Mn:2+ 2.16419462512976
Ir:5+ Lu:3+ 2.1579267591512514
Re:4+ Te:4+ 2.1575089856649075
Hf:4+ Sm:3+ 2.1572711087466296
Ho:3+ V:3+ 2.157249192772157
Ir:4+ Sn:4+ 2.154879376191472
Ir:4+ Y:3+ 2.154852619441605
Hf:4+ Te:4+ 2.1540196959542453
Ru:3+ Ti:3+ 2.154003174087648
Er:3+ Ni:3+ 2.153143542159432
Mn:2+ V:3+ 2.1491960315719707
Dy:3+ Rb:1+ 2.14867006689781
Re:7+ W:6+ 2.1483939274571036
Se:6+ Zn:2+ 2.1455712991054687
Ni:2+ W:6+ 2.145277188035899
Sc:3+ Yb:3+ 2.1427928262934515
Li:1+ Rb:1+ 2.1427379522203758
Ca:2+ W:6+ 2.1389022159189794
Cr:2+ Mn:2+ 2.13686463846533
Mn:1+ Re:1+ 2.136760631615107
Mo:6+ U:6+ 2.1364493917649585
Nd:3+ Tl:1+ 2.1357857883072686
Ce:4+ Ru:5+ 2.1354193920970537
Eu:3+ Se:4+ 2.1331118552782455
Gd:3+ Sc:3+ 2.1330836590561995
Ca:2+ Eu:3+ 2.1311833388620083
Pb:4+ Sc:3+ 2.130368667745422
Na:1+ Rh:3+ 2.129868957859114
Cr:2+ U:6+ 2.129298951940352
Te:6+ U:6+ 2.1285607168358602
Cr:3+ Zr:4+ 2.1267660885457444
Ce:4+ Tb:4+ 2.124544223926036
Nb:5+ W:6+ 2.124130535791418
Fe:2+ Mo:6+ 2.123355268812937
Re:6+ Rh:3+ 2.1232082702883424
Co:2+ Sc:3+ 2.1204051081146447
Co:4+ Ti:2+ 2.120291292661874
Fe:3+ W:6+ 2.1161529278861893
Fe:2+ Mo:3+ 2.116011547398614
Re:5+ Ta:5+ 2.115367464096714
Fe:2+ Ir:4+ 2.114871652098032
Ni:4+ W:4+ 2.1120298817946175
Rb:1+ Sr:2+ 2.111955905325816
Ru:3+ Sc:3+ 2.1097247694033396
Ce:3+ Pb:2+ 2.1074919743232456
Cr:3+ Se:4+ 2.1070824060028035
Pr:3+ Rb:1+ 2.1061485549479952
Se:4+ Sm:3+ 2.104790519406874
Rb:1+ Yb:3+ 2.103192130756111
Ga:3+ Zr:4+ 2.0999925460680835
Na:1+ Ru:5+ 2.0998996135236743
Sc:3+ Tb:3+ 2.0990797867892916
Ir:6+ Sb:5+ 2.0988936871417607
Mo:2+ W:2+ 2.096595997737771
Mn:6+ Zn:2+ 2.0963632535990593
Ir:6+ Ru:5+ 2.092049318621327
Fe:2+ Pt:4+ 2.0885582389069137
Fe:3+ Nb:4+ 2.0859733029050074
Co:2+ Fe:3+ 2.0849079092096128
Ge:4+ V:5+ 2.083896866362277
U:4+ Y:3+ 2.0813670394679376
Ru:5+ Te:6+ 2.077491538591822
Eu:3+ Tl:1+ 2.074565939848074
Co:2+ Te:6+ 2.0695550243358705
I:5+ Se:4+ 2.067790320514679
Pr:4+ Ti:3+ 2.066796308997452
Mn:3+ Mn:4+ 2.0598712866868456
Pt:4+ Se:4+ 2.0583971338416096
Al:3+ Mg:2+ 2.056430605265045
Cr:3+ Ir:3+ 2.0551486621940875
Sm:3+ U:4+ 2.0549717554468607
Co:3+ Ru:3+ 2.0547271973786136
Eu:2+ Sr:2+ 2.054538333017729
Fe:4+ V:3+ 2.0527388667207753
Nb:5+ Sb:5+ 2.052357814739765
Bi:3+ Th:4+ 2.051443769869983
Fe:2+ Pd:2+ 2.0495035696799313
Hf:4+ Tb:3+ 2.046283263152195
Ni:2+ Sc:3+ 2.0460451882288493
Sm:3+ Th:4+ 2.0455734015872467
Ho:3+ Sb:5+ 2.045537120134379
V:5+ Zr:4+ 2.0416498138042782
Hf:4+ Y:3+ 2.040179618335324
Cl:7+ Ga:3+ 2.0387785216683754
Ce:4+ Ti:3+ 2.0367739218958
Se:4+ W:4+ 2.036261728545779
Mo:5+ W:6+ 2.0331489491693775
Be:2+ Zn:2+ 2.0315406939991765
Y:3+ Zn:2+ 2.029054982715273
Ti:4+ V:3+ 2.029037505274293
Pr:3+ Sc:3+ 2.026347141562094
Bi:5+ Ni:2+ 2.0255791039908626
Cr:2+ Hg:2+ 2.0233805862513727
Sc:3+ Tm:3+ 2.023376195557674
Ce:3+ Rb:1+ 2.021176634843087
Ho:3+ K:1+ 2.0199075819495707
Se:4+ Ti:3+ 2.0190412047744153
Fe:3+ Ta:5+ 2.017386889268327
Ag:2+ Fe:3+ 2.0163555354042764
Ir:4+ Lu:3+ 2.015330004800589
Eu:3+ Mo:3+ 2.015010292789947
Gd:3+ Rb:1+ 2.0145681920811414
Eu:3+ Na:1+ 2.0138649826412967
Cr:3+ Zr:3+ 2.013108206512716
I:7+ W:6+ 2.008897957473502
Hg:2+ Ti:3+ 2.005369233381382
Ti:4+ V:2+ 2.0047255165553493
Mn:2+ W:6+ 2.0046382567131302
Na:1+ Sc:3+ 2.002969976753946
Pu:4+ V:3+ 2.0020784159690095
Na:1+ Ni:2+ 2.000760943563461
Mn:4+ Ni:2+ 2.000011978180226
Ca:2+ Ir:5+ 1.998654494951572
Ce:4+ Cr:3+ 1.9973646612279574
Fe:2+ V:4+ 1.9962974036689982
Ir:5+ Sn:4+ 1.9919811953146516
Mn:2+ U:6+ 1.9913558488598122
Mn:2+ Sn:2+ 1.989860178516615
Re:5+ Ti:4+ 1.9888654118408027
Ta:5+ V:3+ 1.9884108527225661
Lu:3+ Rh:3+ 1.987357391080955
Co:2+ W:6+ 1.986962667395017
La:3+ Tm:3+ 1.9851888867924656
Mg:2+ Ti:4+ 1.9810230774511357
Re:5+ Sm:3+ 1.9762754857010103
Mn:4+ V:2+ 1.9760503683014845
Hg:2+ Ni:2+ 1.9733392494979913
Sm:3+ Tl:3+ 1.9679376980433048
Cr:2+ V:2+ 1.9645183430102164
Hg:2+ Ti:4+ 1.962662019209485
Hf:4+ Mn:3+ 1.9610403745424692
Al:3+ Lu:3+ 1.9588427199728855
Lu:3+ V:5+ 1.9571887467486828
Cr:5+ Dy:2+ 1.9566152240925736
Ti:3+ Zr:4+ 1.956165267601664
In:3+ W:6+ 1.9560422218569153
Ho:3+ W:6+ 1.9553196398135633
Co:3+ V:2+ 1.9541858532467626
Se:4+ Zr:4+ 1.9539646428361233
Fe:2+ Ta:5+ 1.953254353673726
Ca:2+ Sb:5+ 1.9513656112639834
Hf:4+ Tm:3+ 1.9498502084656169
Pr:4+ Tb:4+ 1.9489970030107102
Au:3+ Cu:3+ 1.947392875624048
Ho:3+ Rh:3+ 1.9466171109803718
Cr:6+ Y:2+ 1.9445858375334746
Cr:6+ Te:6+ 1.9444891595673246
Os:4+ Pt:4+ 1.9444398903841766
Lu:3+ Ni:3+ 1.9432187938737062
Mo:6+ Te:6+ 1.9413364342820303
Bi:5+ Mn:2+ 1.9407868655110572
Te:4+ Ti:4+ 1.9401625308898751
Na:1+ Tl:3+ 1.938309524320463
Ba:2+ Ca:2+ 1.9374014608541814
Cr:5+ P:5+ 1.9357074809653847
Ir:4+ Ru:4+ 1.9354748096767909
Mg:2+ U:6+ 1.9336829866289031
Ce:3+ Tl:3+ 1.9328812497678027
Ca:2+ Tm:3+ 1.9315792984794646
Ni:2+ Zr:4+ 1.930119694478266
Li:1+ Pt:4+ 1.9289785398362251
Mn:4+ Se:4+ 1.9267923192037395
Pt:4+ Ru:5+ 1.926671899948639
Ni:2+ Sb:5+ 1.9263855902586624
Er:3+ W:6+ 1.9263741481158274
Cr:5+ Yb:2+ 1.9249270445120925
Dy:3+ Ti:3+ 1.924715983685487
Mo:6+ Nb:5+ 1.923961729594099
Hg:2+ V:2+ 1.9223482347699976
Re:4+ Sn:4+ 1.9220587079267568
Mg:2+ Sn:4+ 1.920086645432117
Dy:3+ Mo:3+ 1.9199847416010303
Na:1+ V:3+ 1.919378225584044
Na:1+ Os:7+ 1.9191563824655473
Hf:4+ Sn:4+ 1.9187525648479218
Fe:3+ Pd:2+ 1.9185904516350991
Hf:4+ V:3+ 1.9130685421799973
Nb:4+ Sc:3+ 1.9111956317183747
Cd:2+ Pd:2+ 1.9102311820207412
Rh:3+ Ti:3+ 1.906938704073493
Mn:3+ Te:4+ 1.9055534872283895
F:1- O:2- 1.9054057580222983
Eu:2+ Sm:2+ 1.9046488892848021
Ge:4+ Mg:2+ 1.904460991559745
V:2+ Zr:4+ 1.9017972084159132
Cr:3+ Nb:4+ 1.8998692780716624
Ni:4+ Po:4+ 1.8979690432690015
K:1+ Nd:3+ 1.8950168030809895
Pd:2+ V:3+ 1.8917521726970918
Cu:1+ Pt:2+ 1.8878971917834573
Mo:3+ Na:1+ 1.8831302989624177
Ni:4+ Re:4+ 1.8830110280968022
Pt:4+ Ta:4+ 1.8816653612499272
Ru:4+ Ta:3+ 1.8816601967671691
Cr:6+ U:4+ 1.8797852624746012
Cr:6+ Ru:6+ 1.8784863212822425
Ir:5+ Ti:4+ 1.8783013350401698
Cu:1+ D:1+ 1.878257934109412
Mn:3+ Ti:4+ 1.877939493230477
Co:3+ Ni:2+ 1.8773540099482997
Ru:5+ Sn:4+ 1.8773415160001352
Ni:4+ Pb:4+ 1.8768658302705885
I:7+ Pb:2+ 1.8767344280136584
Mn:2+ Mo:3+ 1.87668699480688
Ba:2+ Tl:1+ 1.8749691099920036
Pr:4+ Zr:4+ 1.8748158525803547
Mn:3+ U:4+ 1.8742117891451797
Os:4+ Re:4+ 1.873001463318025
K:1+ W:6+ 1.8709762484484935
Mo:6+ S:6+ 1.8690898562903397
Mg:2+ Se:4+ 1.8647915740978696
Co:2+ Cr:6+ 1.8602992410157275
Br:1- I:1- 18.5997772573942
Ce:4+ Sb:5+ 1.8562128937011386
Bi:5+ Mo:6+ 1.856151099041053
Co:2+ U:6+ 1.8546987591784077
Nd:3+ Sc:3+ 1.8544341509291495
Mg:2+ Pd:2+ 1.8543335269976438
Ni:3+ Rh:4+ 1.8511947804131363
Pd:4+ Se:4+ 1.8482089035136933
Ni:4+ Te:4+ 1.8481044555622275
Nd:3+ Th:4+ 1.848060586687488
Hf:4+ Pb:4+ 1.8478875124888738
Mn:2+ Pr:4+ 1.8474707553732095
Ag:1+ Na:1+ 1.8440902608765406
Ce:4+ Pb:4+ 1.8439654678940633
Nb:4+ Nb:5+ 1.841319315079541
Fe:2+ Sb:5+ 1.8402847890898155
B:3+ Cr:5+ 1.8386774173151075
Dy:2+ Fe:3+ 1.8383197532221296
Mo:5+ Mo:6+ 1.837969996166236
Am:3+ Eu:3+ 1.8377047547537075
Gd:3+ Th:4+ 1.8373931635379446
Cr:5+ Y:2+ 1.8370940884433185
Sm:2+ Th:4+ 1.8365245135303645
Er:3+ K:1+ 1.8362723801743976
Mo:6+ Se:6+ 1.835192562257835
Sm:3+ Sr:2+ 1.8295627886481902
Fe:3+ Ti:4+ 1.8294563511318183
Mo:4+ W:4+ 1.8270798635475638
Mg:2+ Nb:4+ 1.8249455089569215
Pr:4+ Sb:5+ 1.8237903033026837
Rh:3+ W:6+ 1.819154158419997
Bi:5+ Co:2+ 1.8187783559154085
Ca:2+ Ni:2+ 1.8170952524133903
Cr:6+ Dy:3+ 1.8153768180676582
Sr:2+ Tl:1+ 1.8136534506390276
Mo:6+ Ni:2+ 1.8125282089511567
Al:3+ Zr:4+ 1.8118038158902845
Ru:4+ Te:4+ 1.8112560813268561
Hf:4+ Yb:3+ 1.8089654196597311
Pb:2+ Th:4+ 1.8083636453798484
Re:6+ Ru:5+ 1.8066736003243566
Am:3+ Pu:3+ 1.8064987852231769
Cr:6+ Hg:2+ 1.8060458524400111
Ce:3+ Li:1+ 1.8048718469082088
Cr:5+ Ho:2+ 1.8045053743751378
Hf:4+ Ni:3+ 1.8040491037739887
Na:1+ Sm:3+ 1.803104354197481
Ag:2+ Pd:2+ 1.802510064065331
Mn:2+ Na:1+ 1.802171694559071
Ag:3+ Sb:5+ 1.8000574869625143
Ga:3+ Ta:5+ 1.7991814596673477
La:3+ Lu:3+ 1.798787794138183
Ca:2+ Gd:3+ 1.7959230388721246
Rh:4+ Zn:2+ 1.7954438677195825
Ru:4+ V:3+ 1.7950454987022018
Tm:3+ V:5+ 1.7949195591654845
Ca:2+ K:1+ 1.793287978443574
Ni:2+ Pt:4+ 1.792826006943535
La:3+ Na:1+ 1.7925651414973662
Fe:3+ Na:1+ 1.7910617390224575
Lu:3+ Mo:3+ 1.7909277849319196
Ge:4+ Si:4+ 17.90227983781678
Ca:2+ Ru:5+ 1.78983094536864
Cd:2+ V:2+ 1.789571302707104
Al:3+ Si:4+ 1.7880413618697737
Cd:2+ Pd:4+ 1.787398266513098
Cr:2+ Se:4+ 1.7860852570968662
Ru:3+ Se:4+ 1.7842059143242717
Mn:3+ Ta:5+ 1.7830945560973677
Dy:3+ V:3+ 1.7802309211227298
Hf:4+ Sc:3+ 1.7771719241930133
Pr:3+ Th:4+ 1.77671096493494
Sb:5+ W:6+ 1.7737554094626353
Fe:3+ Mo:6+ 1.7736927726754044
Ce:4+ Dy:3+ 1.7730694754352792
Cr:3+ Pd:2+ 1.7729880749829428
Ag:2+ Mn:2+ 1.7721766411804467
Ir:4+ Ni:2+ 1.7720734217324117
Pd:2+ Sc:3+ 1.7701180686010036
Na:1+ Tm:3+ 1.7699058033204549
Al:3+ Ni:2+ 1.76988784379829
Ca:2+ Tb:3+ 1.7698406414430075
P:5+ Th:4+ 1.768757684581382
Pu:4+ Se:4+ 1.7679604180945712
Ir:6+ Mo:6+ 1.7655770288571644
Li:1+ Nd:3+ 1.760495988961462
Na:1+ Y:3+ 1.7594172133503325
Tm:2+ Yb:2+ 1.7584148547567118
Pt:4+ Ta:5+ 1.756415218438227
K:1+ Tb:3+ 1.7554006963877524
Ho:3+ Ti:3+ 1.755018182508098
Cr:4+ Sn:4+ 1.7547907282899748
Mo:6+ Ta:5+ 1.752179507157567
K:1+ Sr:2+ 1.7511213738166747
Er:3+ Fe:3+ 1.7505798349553872
Hf:4+ Pd:4+ 1.750460875655684
Lu:3+ Ti:3+ 1.7501858427681323
Ca:2+ Co:2+ 1.7499157023429668
Ce:4+ Tb:3+ 1.7497088487547752
Mn:2+ Sn:4+ 1.748904484384618
Tb:3+ Th:4+ 1.7484683917700783
Pb:4+ Pd:4+ 1.7468372459544441
As:5+ B:3+ 1.7464878312368828
Ge:4+ Mn:4+ 1.7448530561769058
Ca:2+ Ce:3+ 1.7442664175583558
Cu:1+ Pd:2+ 1.7412470477384496
Ni:2+ Rh:4+ 1.7390246741201787
Bk:3+ Sb:5+ 1.7361863426494981
Tl:3+ W:6+ 1.7358850580222782
Ce:4+ Cr:5+ 1.73576492437982
K:1+ Li:1+ 1.7342175094982653
Mo:6+ Ti:3+ 1.733932088613948
Nb:4+ Ta:5+ 1.7333835687269163
Lu:3+ Mg:2+ 1.7333197855681728
Co:2+ Mo:3+ 1.733169020478725
Nb:4+ Rh:4+ 1.73057150201135
Cr:2+ Zr:4+ 1.730299527324142
C:4+ Cu:1+ 1.7298357205852521
Rh:3+ Tl:1+ 1.7285737546922513
Ru:3+ Zr:4+ 1.7284788830418045
Mn:4+ Mo:4+ 1.7282355211577853
Cd:2+ Fe:3+ 1.7269170908445568
Fe:4+ Mn:3+ 1.7266973716541865
Co:2+ Co:3+ 1.7262091297037698
Ac:3+ Th:4+ 1.7261139913125003
Pd:2+ Ta:5+ 1.7254839068233858
Cu:1+ In:3+ 1.724921327562918
Fe:2+ In:3+ 1.7236333822156369
Rh:4+ Rh:5+ 1.722760810759745
Mg:2+ Rh:4+ 1.7223868089064713
Ir:4+ Ti:4+ 1.7208560186052184
Cu:3+ W:6+ 1.717844084893278
Nb:5+ V:3+ 1.7154282682416737
Co:2+ Ti:4+ 1.7142681215600444
Pu:4+ Yb:2+ 1.7141097452717926
P:5+ Se:6+ 1.7137304341915387
Fe:3+ Mg:2+ 1.7125129699469066
Ce:3+ Ho:3+ 1.7117650663138637
Ag:3+ Au:3+ 1.711751816829033
Au:3+ W:6+ 1.7113177675452413
Hf:4+ W:4+ 1.7062632435620764
Co:2+ Ru:5+ 1.7052225536768073
Pd:2+ Pt:4+ 1.7048542890113414
Cu:3+ Mo:6+ 1.7047082258545216
Cr:3+ Er:3+ 1.701595927957723
Pd:2+ Sn:4+ 1.700523635791483
Eu:2+ Nb:5+ 1.7002570383512439
Ca:2+ Mo:6+ 1.6992663790052003
Ba:2+ La:3+ 1.6987857498444472
Ir:4+ Li:1+ 1.6984511454005782
La:3+ Tl:1+ 1.697495326894341
Eu:3+ In:3+ 1.6959004294674729
Ir:4+ Mn:4+ 1.695775891809623
Ir:6+ Mo:3+ 1.6954500555839223
Sn:2+ Sn:4+ 1.6950004086148838
Pr:4+ V:3+ 1.6945401439534558
Cs:1+ Pb:2+ 1.6939212316209764
Na:1+ Nd:3+ 1.6937727480803382
Co:3+ Nb:4+ 1.6926003616756666
Co:2+ Sb:5+ 1.6923429025080068
Se:4+ Tm:3+ 1.692056160690603
Ce:4+ Pr:4+ 1.6914049708030248
Ti:4+ Yb:2+ 1.6901064974869393
Nb:4+ Pd:2+ 1.6892101288820072
Rh:4+ Sb:5+ 1.6875852380936707
Dy:2+ Mn:3+ 1.6874664996870417
Cd:2+ Sn:2+ 1.687212956859477
Ce:4+ Se:4+ 1.6868241220765778
Na:1+ Pr:3+ 1.6863788892097218
K:1+ Yb:3+ 1.6857290370349682
Mn:6+ Se:6+ 1.683070755045507
Ga:3+ Ge:4+ 1.6830122878202307
Fe:2+ Ir:5+ 1.6826788836274704
Li:1+ Ti:3+ 1.6824208980617106
Ir:4+ Tm:3+ 1.6806960657149606
Ce:4+ Ta:5+ 1.6806252183297181
Ni:2+ Ta:5+ 1.67901622320807
Pd:2+ Zr:4+ 1.677756551909025
Mg:2+ Pr:4+ 1.6772378011040447
Li:1+ N:3- 1.6769462638049626
Ir:5+ Pt:4+ 1.6748441906126488
Pt:4+ Tc:4+ 1.6746859505281528
Lu:3+ Rb:1+ 1.6741618290383566
Cr:6+ Yb:2+ 1.6706715344000551
Cr:5+ Dy:3+ 1.6687059828274027
Mn:3+ Pb:2+ 1.6675326294858506
Cr:3+ Mn:2+ 1.6656920112724714
In:1+ Tl:1+ 1.6642370174036252
Mn:2+ Yb:2+ 1.6636863471525125
Te:6+ Y:3+ 1.6635190360660492
Ni:3+ Ta:5+ 1.662101680892339
Ni:2+ Ni:3+ 1.660565322136787
Co:2+ Zr:4+ 1.6601540920581228
Ni:2+ Ru:5+ 1.659667409363924
S:6+ Se:6+ 16.57096293122517
Mo:6+ Tm:3+ 1.6567724754979747
Co:2+ Rh:4+ 1.656363985300724
Ca:2+ U:4+ 1.6553191131643272
As:5+ P:5+ 16.53537759694367
Ir:5+ Sb:5+ 1.6526672314055022
Ce:3+ Tm:3+ 1.6503557618808857
Cd:2+ V:3+ 1.6501570890151571
Cr:5+ Si:4+ 1.6498031658867165
Ca:2+ Sn:4+ 1.6494941634344544
Ag:2+ Mn:3+ 1.6474786136440045
Fe:4+ Se:4+ 1.6439072225464095
In:3+ Tm:3+ 1.6428267738605176
Ge:4+ Pt:4+ 1.6416655794775739
Bi:5+ Ti:4+ 1.6400802990949175
Eu:3+ Sb:5+ 1.637766901666701
Nb:4+ Ni:2+ 1.6370773428153382
Mo:3+ V:3+ 1.634929760642307
Pb:2+ Tl:1+ 1.6342635014759872
Lu:3+ Nb:5+ 1.6340747240386044
Nb:5+ Yb:3+ 1.6323494208641416
Pb:4+ Zn:2+ 1.6310425445144132
Au:3+ Mo:3+ 1.6306675316655523
Mo:4+ Nb:4+ 1.630593945813257
Hg:2+ V:4+ 1.6298686334206025
Au:3+ Sb:5+ 1.6296616633452106
Mn:4+ Po:4+ 1.62941096797556
Mo:6+ U:3+ 1.6285805679531895
Nb:5+ Ta:5+ 16.27265074596048
Ho:3+ U:4+ 1.6272065512069758
S:6+ Zn:2+ 1.6271028598302923
Hf:4+ Lu:3+ 1.6206729708695002
Ce:4+ Lu:3+ 1.6182021901187822
Nb:4+ V:5+ 1.6177474818204451
Mn:4+ Re:4+ 1.616569476136079
Tl:3+ Y:3+ 1.6153779360550171
Fe:2+ V:3+ 1.6152888886454886
I:7+ Th:4+ 1.6151671085921417
Cr:6+ Cu:2+ 1.6113936846789043
Ni:2+ Ru:4+ 1.6106867749207883
B:3+ Cl:7+ 1.610566932699755
Ce:4+ Er:3+ 1.6102442740112526
Np:6+ U:6+ 1.6099311415855302
Bi:5+ Zn:2+ 1.6097445220325193
Hg:2+ Ru:4+ 1.609192577637615
Ce:3+ Na:1+ 1.6089349610444463
Cr:3+ Na:1+ 1.6087671154053413
Fe:3+ Lu:3+ 1.6076185953250546
Dy:3+ K:1+ 1.6064888475982175
Nb:4+ Ni:3+ 1.6057828230319051
Ce:3+ Y:3+ 1.6018755743143733
Pb:2+ Rb:1+ 1.6012481848060935
Ir:5+ Ni:2+ 1.601204657137298
Co:3+ In:3+ 1.6008916126192683
Be:2+ Cr:6+ 1.5999489229912525
Cr:3+ Pb:2+ 1.599553097767277
Pd:2+ Ti:3+ 1.5987463712366459
Rh:3+ Tm:3+ 1.597546298042259
Hf:4+ U:4+ 1.5974704407404978
Li:1+ Ni:3+ 1.5963464653350319
Mo:4+ V:4+ 1.5959435276020943
Ca:2+ Mo:3+ 1.595659412842257
Sb:5+ U:3+ 1.595223166914486
Mn:2+ Pd:2+ 1.5944065802357226
Fe:2+ Li:1+ 1.592873416509525
Ce:4+ Ir:4+ 1.5920525938109733
U:5+ Zr:4+ 1.5920115191816002
Mo:4+ V:2+ 1.5904092511858725
Mo:3+ Sb:5+ 1.5885527169542433
Ce:4+ Ni:2+ 1.5875121470598783
La:3+ U:4+ 1.5870547133043635
Mn:4+ Te:4+ 1.5868067849107335
Cr:2+ Mn:3+ 1.5850867010966403
Tl:1+ Tl:3+ 1.5850285305697942
Mg:2+ Ta:5+ 1.5808578219633376
Cl:7+ Se:6+ 1.5807079742387267
Mo:4+ Pb:4+ 1.5806582104303006
Ca:2+ Co:3+ 1.5804779304473335
Sb:5+ Sn:4+ 1.5803478140983114
Fe:2+ Na:1+ 1.5785116672474595
Br:1- F:1- 1.5783696089818313
Hg:2+ Ta:5+ 1.5777754829219455
Ga:3+ S:6+ 1.5772092308337256
Ca:2+ Yb:3+ 1.577041297033671
Al:3+ Ge:4+ 1.5733928733972753
Si:4+ Te:4+ 1.5731025437221604
Nb:5+ Tm:3+ 1.572791085520937
Co:2+ Ir:4+ 1.5726021872973446
Ce:4+ Y:3+ 1.5719126855209196
K:1+ Sm:3+ 1.5718748675391625
Cd:2+ Nb:4+ 1.571153486007414
Ce:3+ Co:3+ 1.5700401765434664
Ir:4+ Te:4+ 1.5687347481759988
Sc:3+ Te:6+ 1.5683901353476621
Cu:2+ Mn:3+ 1.5672086246999628
Mg:2+ Y:3+ 1.56692624708772
K:1+ La:3+ 1.5659253126710186
Si:4+ W:4+ 1.5655995207446267
Fe:3+ Mn:2+ 1.5634597201272926
Pr:3+ Te:4+ 1.562759490683564
U:4+ Yb:3+ 1.5612443236375952
Rh:3+ Yb:3+ 1.5601772326244463
Co:2+ Nb:4+ 1.559688231516141
Hf:4+ Ti:3+ 1.5594525786435476
Cd:2+ Si:4+ 1.557919700653012
Ni:4+ Sn:4+ 1.5566957122729215
Bi:5+ Li:1+ 1.5565363994422046
Ni:2+ Ti:3+ 1.5557679897459173
K:1+ Mo:6+ 1.5549979924441018
K:1+ Pr:3+ 1.554109682832799
Pu:4+ Sc:3+ 1.5532377505933703
Pb:4+ Ru:4+ 1.5531823436554153
Ga:3+ Ti:4+ 1.551359446643
