base_formula,space_group_num,space_group,structure,base_log_ionic_conductivity,new_formula
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Tb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Tb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Tb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Mo1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Mo1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Mo1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Mo1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Mo1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Pb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Pb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Pb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Pb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Pb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Ru1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Ru1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Ru1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Ru1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Dy0.125Ru1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Zr1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Zr1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Zr1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Zr1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Zr1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Hf1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Hf1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Hf1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Hf1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Hf1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ti1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ti1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ti1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ti1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ti1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Sn1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Sn1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Sn1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Sn1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Sn1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Tb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Tb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Tb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Tb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Tb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Mo1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Mo1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Mo1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Mo1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Mo1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Pb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Pb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Pb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Pb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Pb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ru1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ru1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ru1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ru1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Nd0.125Ru1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Zr1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Zr1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Zr1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Zr1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Zr1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Hf1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Hf1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Hf1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Hf1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Hf1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ti1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ti1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ti1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ti1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ti1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Sn1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Sn1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Sn1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Sn1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Sn1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Tb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Tb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Tb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Tb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Tb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Mo1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Mo1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Mo1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Mo1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Mo1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Pb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Pb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Pb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Pb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Pb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ru1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ru1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ru1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ru1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Er0.125Ru1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Zr1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Zr1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Zr1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Zr1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Zr1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Hf1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Hf1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Hf1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Hf1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Hf1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ti1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ti1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ti1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ti1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ti1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Sn1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Sn1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Sn1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Sn1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Sn1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Tb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Tb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Tb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Tb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Tb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Mo1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Mo1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Mo1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Mo1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Mo1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Pb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Pb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Pb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Pb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Pb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ru1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ru1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ru1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ru1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Sm0.125Ru1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Zr1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Zr1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Zr1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Zr1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Zr1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Hf1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Hf1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Hf1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Hf1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Hf1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ti1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ti1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ti1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ti1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ti1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Sn1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Sn1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Sn1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Sn1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Sn1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Tb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Tb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Tb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Tb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Tb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Mo1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Mo1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Mo1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Mo1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Mo1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Pb1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Pb1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Pb1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Pb1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Pb1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ru1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ru1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ru1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ru1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Eu0.125Ru1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Zr1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Zr1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Zr1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Zr1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Zr1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Hf1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Hf1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Hf1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Hf1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Hf1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Ti1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Ti1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Ti1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Ti1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Ti1.6Ru0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Sn1.6Ta0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Sn1.6Nb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Sn1.6V0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Sn1.6Sb0.4O12
Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,,,-3.498940738,Li6.6Ce2.875Pr0.125Sn1.6Ru0.4O12
