base_formula,space_group_num,space_group,structure,base_log_ionic_conductivity,new_formula
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Sn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Sn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Sn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Sn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Ru0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Zr0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5V0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5La0.5Mo0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ti0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Sn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Ru0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Zr0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5V0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Nd0.5Mo0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ti0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Sn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Ru0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Zr0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5V0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Pr0.5Mo0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ti0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Sn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Ru0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Zr0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5V0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Sm0.5Mo0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ti0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Pb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Sn0.96Ru0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Zr0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Hf0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Ti0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Sn0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Tb0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Mo0.04O3
Li0.5La0.5Ti0.96Zr0.04O3,,,,-3.543633967,Li0.5Ce0.5Ru0.96Pb0.04O3
